gender,course,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty,exam_score,course_diff
female,Bachelor of Technology,0.1,72.1,no,6.7,good,mixed,low,moderate,55.7,6
other,Diploma,1.5,77.8,yes,6.1,poor,self-study,low,moderate,23.0,0
male,Bachelor of Computer Applications,6.75,90.9,yes,5.6,average,online videos,medium,moderate,91.2,4
other,Bachelor of Science,4.93,62.5,no,9.9,average,coaching,high,moderate,85.0,5
female,Bachelor of Arts,4.63,86.9,yes,6.2,average,self-study,medium,moderate,69.5,1
male,Bachelor of Business Administration,4.21,53.5,yes,7.3,good,self-study,high,moderate,64.1,3
other,Bachelor of Arts,0.62,92.7,no,4.5,poor,mixed,medium,moderate,43.7,1
male,Bachelor of Computer Applications,2.78,45.8,yes,6.8,good,mixed,high,easy,37.3,4
female,Diploma,4.95,88.2,yes,7.0,poor,online videos,medium,moderate,63.9,0
female,Bachelor of Commerce,1.0,56.1,yes,6.1,average,self-study,low,easy,38.0,2
other,Bachelor of Technology,7.37,79.4,yes,4.2,average,online videos,low,moderate,61.0,6
female,Bachelor of Arts,0.58,72.6,yes,7.2,good,online videos,low,moderate,52.6,1
male,Bachelor of Business Administration,5.44,74.7,yes,4.3,average,online videos,low,moderate,66.8,3
female,Bachelor of Computer Applications,2.41,98.8,yes,5.3,poor,group study,high,moderate,74.9,4
other,Bachelor of Science,6.91,75.9,yes,9.6,average,group study,medium,moderate,81.8,5
other,Diploma,6.61,52.9,yes,6.1,poor,mixed,low,moderate,63.5,0
male,Bachelor of Technology,2.67,64.6,no,6.5,poor,mixed,low,easy,41.6,6
female,Bachelor of Business Administration,3.7,45.8,yes,7.2,average,self-study,medium,moderate,36.0,3
other,Bachelor of Arts,7.67,60.1,yes,9.3,average,online videos,high,moderate,88.0,1
male,Bachelor of Business Administration,4.86,57.6,yes,5.6,average,coaching,medium,moderate,73.9,3
male,Bachelor of Science,0.08,78.6,yes,9.7,poor,self-study,low,moderate,53.7,5
other,Diploma,6.22,94.8,yes,8.5,average,mixed,high,moderate,91.1,0
female,Bachelor of Technology,2.89,56.9,yes,4.8,good,coaching,low,moderate,46.2,6
female,Bachelor of Computer Applications,2.21,90.9,yes,8.5,good,self-study,high,easy,64.3,4
female,Bachelor of Arts,6.66,92.6,yes,8.4,average,self-study,high,moderate,85.0,1
female,Bachelor of Arts,7.74,78.0,no,7.7,poor,self-study,high,moderate,100.0,1
male,Bachelor of Commerce,0.5,81.9,yes,6.4,good,self-study,medium,easy,39.6,2
other,Bachelor of Commerce,3.12,87.9,yes,8.8,poor,self-study,low,moderate,63.4,2
female,Bachelor of Arts,2.24,62.3,yes,9.2,good,online videos,medium,easy,58.2,1
female,Bachelor of Commerce,7.18,99.2,no,4.4,poor,coaching,high,moderate,100.0,2
male,Bachelor of Technology,6.94,62.9,yes,6.2,good,group study,medium,easy,76.4,6
male,Bachelor of Commerce,7.21,45.1,yes,7.2,good,group study,high,easy,69.1,2
female,Bachelor of Commerce,0.34,84.0,yes,9.9,average,group study,high,moderate,71.9,2
male,Bachelor of Computer Applications,0.4,60.1,yes,7.0,good,self-study,low,hard,39.8,4
other,Bachelor of Arts,4.41,41.7,yes,5.9,poor,online videos,medium,moderate,62.4,1
other,Bachelor of Arts,1.34,50.7,yes,4.6,poor,group study,high,easy,50.9,1
male,Bachelor of Arts,0.9,62.2,yes,7.7,average,coaching,low,easy,39.3,1
male,Bachelor of Commerce,2.08,52.8,yes,8.8,good,mixed,medium,moderate,60.2,2
female,Bachelor of Computer Applications,5.68,48.2,yes,9.9,average,online videos,low,moderate,70.3,4
male,Bachelor of Business Administration,5.37,49.8,no,7.8,good,self-study,high,moderate,70.7,3
other,Diploma,6.28,77.6,yes,7.7,average,online videos,low,hard,82.2,0
male,Bachelor of Arts,0.5,47.7,yes,7.4,good,mixed,low,moderate,49.2,1
female,Bachelor of Technology,6.13,87.0,yes,8.6,good,online videos,high,moderate,83.1,6
male,Bachelor of Business Administration,3.92,90.5,yes,7.0,average,online videos,low,easy,80.2,3
other,Bachelor of Commerce,2.5,83.4,yes,5.7,good,coaching,high,moderate,73.9,2
male,Bachelor of Technology,4.88,54.7,no,6.1,poor,online videos,medium,easy,52.7,6
female,Bachelor of Computer Applications,6.4,74.6,yes,8.2,good,coaching,low,easy,84.9,4
other,Bachelor of Business Administration,0.83,43.7,yes,8.9,good,mixed,high,easy,35.5,3
female,Bachelor of Business Administration,6.46,96.6,yes,7.7,average,coaching,low,hard,100.0,3
male,Bachelor of Business Administration,4.56,40.6,no,8.4,average,mixed,low,moderate,54.2,3
male,Diploma,4.96,53.3,no,4.1,good,group study,medium,moderate,50.3,0
female,Bachelor of Business Administration,7.03,45.0,no,9.8,poor,mixed,low,moderate,77.8,3
male,Bachelor of Business Administration,5.68,99.4,yes,5.1,average,self-study,high,hard,69.9,3
female,Bachelor of Computer Applications,4.67,42.4,yes,5.6,good,self-study,high,hard,56.1,4
female,Bachelor of Computer Applications,2.69,40.6,yes,5.6,average,self-study,low,moderate,35.7,4
female,Bachelor of Business Administration,4.08,46.0,yes,5.7,good,mixed,high,hard,41.6,3
other,Bachelor of Technology,6.69,92.9,yes,5.1,good,self-study,high,hard,96.5,6
other,Bachelor of Commerce,7.91,64.0,yes,4.1,poor,mixed,high,easy,83.3,2
male,Bachelor of Science,6.05,96.7,no,9.7,good,group study,low,moderate,76.7,5
other,Diploma,6.32,97.6,no,6.5,average,group study,low,moderate,100.0,0
other,Bachelor of Business Administration,5.6,83.6,yes,4.9,average,coaching,medium,moderate,73.4,3
male,Bachelor of Arts,6.14,50.1,yes,6.7,poor,online videos,high,moderate,43.5,1
female,Bachelor of Arts,1.95,98.3,yes,7.4,poor,online videos,high,easy,54.1,1
female,Bachelor of Business Administration,3.39,66.3,yes,8.5,average,self-study,low,moderate,46.1,3
female,Bachelor of Computer Applications,4.45,67.9,yes,7.1,poor,group study,medium,easy,61.3,4
female,Bachelor of Science,4.4,78.2,yes,7.9,poor,online videos,medium,moderate,54.9,5
other,Diploma,4.78,83.0,yes,5.2,poor,group study,high,hard,66.0,0
female,Bachelor of Computer Applications,7.79,97.7,yes,9.2,good,coaching,low,hard,100.0,4
other,Bachelor of Science,6.84,98.3,yes,9.1,poor,mixed,low,moderate,83.7,5
female,Bachelor of Business Administration,6.62,64.8,no,4.5,good,coaching,high,moderate,79.7,3
female,Bachelor of Commerce,6.64,48.5,yes,6.2,average,coaching,medium,easy,77.8,2
male,Bachelor of Commerce,6.35,94.9,yes,9.0,poor,self-study,high,moderate,79.5,2
male,Diploma,5.43,47.1,no,5.7,average,coaching,high,hard,77.5,0
female,Bachelor of Science,2.05,73.2,yes,4.6,average,group study,high,easy,40.7,5
male,Bachelor of Computer Applications,6.85,50.0,yes,4.3,average,online videos,high,moderate,66.5,4
other,Bachelor of Business Administration,2.24,61.5,yes,5.2,average,group study,medium,hard,48.5,3
male,Bachelor of Computer Applications,5.8,71.8,yes,5.3,average,online videos,medium,moderate,72.9,4
male,Bachelor of Computer Applications,0.89,82.3,yes,8.5,good,mixed,low,moderate,62.3,4
other,Bachelor of Business Administration,4.38,98.5,no,4.1,good,group study,medium,hard,67.3,3
male,Bachelor of Science,2.55,95.1,yes,7.3,average,self-study,low,hard,42.6,5
male,Diploma,5.64,71.2,no,9.5,average,coaching,high,moderate,100.0,0
male,Bachelor of Business Administration,6.84,58.7,yes,9.6,poor,self-study,low,moderate,57.5,3
other,Bachelor of Commerce,0.12,72.2,yes,7.6,good,group study,high,easy,43.0,2
other,Bachelor of Science,0.91,62.0,yes,6.4,good,mixed,low,moderate,47.6,5
male,Bachelor of Technology,7.4,67.6,no,6.0,poor,online videos,high,moderate,78.7,6
female,Bachelor of Commerce,1.91,94.9,yes,7.2,average,coaching,low,hard,63.7,2
female,Bachelor of Technology,5.85,70.9,yes,9.1,poor,mixed,high,moderate,68.3,6
other,Diploma,6.5,42.5,yes,5.4,poor,online videos,medium,hard,51.2,0
female,Bachelor of Arts,5.92,81.0,yes,5.1,poor,group study,high,hard,74.7,1
female,Bachelor of Business Administration,0.26,56.9,no,5.1,average,mixed,medium,hard,41.6,3
female,Bachelor of Computer Applications,5.88,52.8,yes,7.0,poor,mixed,low,moderate,52.0,4
male,Diploma,7.69,86.0,yes,6.1,average,online videos,low,moderate,80.1,0
female,Bachelor of Arts,2.95,49.9,no,9.6,good,online videos,low,easy,50.0,1
female,Bachelor of Technology,5.68,76.6,yes,6.4,average,self-study,high,easy,70.7,6
other,Bachelor of Business Administration,2.21,89.0,yes,8.0,average,mixed,high,moderate,53.7,3
female,Diploma,7.91,58.0,yes,9.1,poor,self-study,medium,moderate,81.0,0
other,Bachelor of Commerce,1.67,68.3,yes,8.9,average,coaching,high,moderate,51.5,2
female,Bachelor of Technology,2.44,74.7,no,5.1,good,self-study,high,moderate,66.2,6
other,Bachelor of Computer Applications,1.34,78.5,yes,8.4,poor,online videos,high,easy,40.3,4
other,Bachelor of Business Administration,7.64,98.3,yes,7.8,poor,coaching,low,moderate,100.0,3
male,Bachelor of Science,4.57,93.3,yes,6.7,poor,online videos,medium,easy,70.7,5
female,Bachelor of Technology,1.98,52.5,yes,9.0,average,self-study,medium,moderate,29.8,6
other,Bachelor of Arts,1.08,72.7,yes,6.2,poor,coaching,high,easy,49.6,1
female,Bachelor of Science,7.0,49.5,yes,4.4,good,self-study,high,hard,73.5,5
other,Bachelor of Science,0.5,43.6,yes,4.1,average,online videos,high,hard,27.5,5
female,Bachelor of Commerce,5.15,62.1,yes,7.8,poor,group study,medium,hard,77.4,2
other,Bachelor of Arts,4.88,59.2,yes,6.8,average,online videos,medium,moderate,78.3,1
female,Bachelor of Computer Applications,6.17,74.2,yes,8.6,average,group study,medium,moderate,74.4,4
female,Bachelor of Arts,5.45,78.5,yes,9.4,average,online videos,medium,hard,90.5,1
male,Bachelor of Computer Applications,6.69,63.1,yes,7.8,poor,mixed,high,easy,72.3,4
male,Bachelor of Business Administration,0.3,92.0,yes,7.3,poor,coaching,medium,moderate,38.9,3
male,Bachelor of Commerce,3.44,90.5,no,5.1,poor,group study,medium,easy,66.6,2
other,Bachelor of Arts,0.65,83.3,no,7.4,poor,group study,medium,easy,36.0,1
female,Bachelor of Technology,3.24,61.0,no,7.0,good,self-study,medium,moderate,62.4,6
female,Diploma,4.49,54.5,yes,7.6,average,mixed,low,moderate,62.4,0
female,Bachelor of Commerce,4.75,47.0,yes,6.9,average,online videos,low,moderate,46.7,2
female,Diploma,7.4,55.0,yes,7.4,average,mixed,low,moderate,80.9,0
other,Bachelor of Business Administration,7.37,97.5,yes,8.5,average,online videos,high,moderate,100.0,3
female,Bachelor of Commerce,2.48,65.1,yes,9.3,good,self-study,medium,easy,54.7,2
female,Bachelor of Arts,5.59,64.9,yes,7.1,average,coaching,low,hard,76.7,1
female,Bachelor of Technology,5.7,68.2,yes,9.2,good,group study,high,hard,76.6,6
female,Bachelor of Business Administration,7.66,78.9,yes,7.6,average,online videos,medium,easy,93.2,3
female,Bachelor of Technology,0.67,95.2,no,6.1,good,self-study,high,moderate,44.4,6
male,Bachelor of Business Administration,4.94,46.8,yes,6.2,poor,mixed,low,moderate,54.4,3
other,Bachelor of Science,3.26,89.2,no,8.6,good,group study,high,easy,67.2,5
female,Bachelor of Technology,2.78,66.9,yes,6.9,good,self-study,medium,easy,51.8,6
female,Bachelor of Science,4.94,56.5,yes,8.7,average,self-study,low,hard,40.0,5
female,Bachelor of Technology,2.24,72.6,yes,7.4,poor,group study,low,hard,32.7,6
female,Diploma,0.29,72.4,no,4.3,average,group study,low,easy,19.599,0
other,Diploma,6.22,48.0,no,6.9,good,group study,medium,moderate,66.0,0
male,Diploma,0.69,45.8,yes,7.0,poor,online videos,low,moderate,25.8,0
male,Bachelor of Computer Applications,2.63,77.6,yes,8.3,average,self-study,low,moderate,42.4,4
other,Bachelor of Science,4.76,84.1,yes,8.8,good,self-study,low,easy,60.5,5
other,Bachelor of Computer Applications,4.99,76.9,no,4.7,average,self-study,high,moderate,61.2,4
female,Bachelor of Computer Applications,5.33,61.2,no,7.7,good,mixed,medium,moderate,77.6,4
female,Bachelor of Science,7.91,73.4,yes,8.2,poor,mixed,high,moderate,76.1,5
female,Bachelor of Computer Applications,3.21,94.4,yes,9.0,average,coaching,medium,moderate,72.1,4
other,Diploma,1.1,95.4,yes,7.0,average,coaching,high,moderate,78.4,0
female,Bachelor of Commerce,1.1,53.9,no,4.2,good,coaching,low,easy,39.1,2
other,Bachelor of Business Administration,4.08,45.7,yes,4.5,poor,coaching,medium,hard,60.2,3
female,Diploma,3.07,79.2,yes,6.6,poor,self-study,low,easy,35.9,0
female,Bachelor of Science,7.31,50.5,yes,8.3,good,online videos,high,easy,99.1,5
other,Diploma,4.09,88.1,yes,9.7,good,coaching,high,moderate,66.5,0
female,Bachelor of Commerce,3.62,56.8,yes,6.2,average,mixed,high,moderate,35.5,2
male,Diploma,6.9,49.0,yes,7.8,poor,online videos,low,moderate,66.4,0
male,Bachelor of Science,6.37,89.0,yes,8.3,average,mixed,low,hard,80.2,5
other,Bachelor of Computer Applications,5.71,52.5,yes,4.4,good,coaching,medium,easy,74.6,4
female,Bachelor of Arts,4.22,40.6,no,7.1,average,group study,low,moderate,41.0,1
male,Bachelor of Commerce,1.88,89.3,no,4.5,average,online videos,low,easy,52.6,2
other,Bachelor of Arts,4.54,45.6,yes,6.8,poor,self-study,medium,moderate,33.6,1
other,Bachelor of Science,0.93,65.2,yes,9.3,good,group study,low,hard,55.8,5
female,Bachelor of Business Administration,4.29,63.7,yes,8.8,poor,coaching,low,moderate,82.7,3
female,Diploma,6.81,48.6,yes,8.1,poor,group study,medium,hard,47.4,0
other,Bachelor of Business Administration,4.12,42.1,yes,9.4,average,group study,high,moderate,66.0,3
male,Bachelor of Science,0.55,45.1,yes,5.8,average,group study,high,easy,52.4,5
male,Bachelor of Business Administration,0.25,65.7,yes,6.7,good,self-study,high,moderate,47.0,3
female,Bachelor of Arts,6.88,97.4,yes,5.7,average,self-study,low,moderate,75.1,1
female,Diploma,1.79,83.5,yes,6.0,average,mixed,high,hard,48.8,0
male,Bachelor of Science,4.21,82.9,yes,8.0,good,coaching,medium,moderate,84.6,5
male,Bachelor of Arts,6.21,80.2,yes,8.1,good,group study,low,hard,86.5,1
other,Bachelor of Arts,2.03,86.1,no,4.7,good,mixed,high,moderate,53.0,1
female,Diploma,5.9,71.8,yes,9.1,good,coaching,low,moderate,93.6,0
other,Bachelor of Technology,0.6,99.1,yes,5.5,poor,mixed,high,hard,52.4,6
female,Bachelor of Business Administration,5.99,76.5,yes,5.4,poor,mixed,medium,hard,48.0,3
female,Bachelor of Computer Applications,0.51,77.9,yes,6.1,good,coaching,low,moderate,55.5,4
female,Bachelor of Commerce,2.22,41.3,no,6.3,poor,online videos,high,hard,19.599,2
female,Bachelor of Arts,2.05,85.3,yes,7.9,good,coaching,high,moderate,67.9,1
other,Bachelor of Commerce,7.13,61.4,yes,8.1,poor,self-study,medium,moderate,83.5,2
other,Bachelor of Commerce,4.28,86.4,yes,8.1,good,group study,low,moderate,73.9,2
other,Diploma,6.74,90.8,yes,7.2,poor,coaching,low,easy,76.3,0
other,Bachelor of Commerce,4.66,41.3,yes,5.4,average,coaching,low,hard,63.2,2
male,Bachelor of Science,6.46,63.1,yes,5.5,poor,coaching,low,moderate,65.3,5
female,Bachelor of Business Administration,4.41,94.3,no,9.7,average,coaching,high,hard,98.2,3
other,Bachelor of Arts,3.6,47.7,no,5.0,poor,mixed,high,moderate,42.6,1
female,Bachelor of Computer Applications,5.26,84.7,yes,6.7,poor,coaching,high,hard,75.4,4
female,Bachelor of Technology,2.29,59.4,no,8.9,poor,self-study,low,moderate,42.0,6
male,Diploma,7.35,70.6,yes,7.1,good,online videos,high,moderate,100.0,0
male,Bachelor of Business Administration,7.27,94.2,yes,9.7,average,group study,high,moderate,98.2,3
other,Bachelor of Computer Applications,0.58,78.0,yes,9.8,average,mixed,low,moderate,50.7,4
male,Bachelor of Commerce,7.33,66.0,yes,9.0,average,coaching,low,moderate,86.3,2
female,Bachelor of Arts,1.45,81.8,yes,6.4,poor,coaching,medium,hard,65.5,1
female,Bachelor of Commerce,5.45,53.4,yes,9.1,good,coaching,high,moderate,66.6,2
other,Bachelor of Computer Applications,6.58,40.7,yes,8.2,good,coaching,low,easy,61.9,4
other,Bachelor of Technology,1.93,77.1,no,9.3,good,online videos,medium,easy,49.0,6
female,Bachelor of Arts,0.9,91.7,yes,5.5,good,coaching,medium,hard,69.8,1
male,Bachelor of Science,6.05,82.0,yes,4.6,average,self-study,medium,easy,76.3,5
female,Bachelor of Business Administration,3.54,71.2,yes,7.3,good,coaching,high,easy,87.0,3
other,Diploma,3.89,48.6,yes,6.8,average,group study,high,easy,60.2,0
female,Bachelor of Business Administration,6.09,45.1,yes,7.5,poor,mixed,high,moderate,78.1,3
female,Bachelor of Technology,2.03,56.8,yes,9.2,good,group study,low,hard,53.7,6
other,Bachelor of Commerce,0.78,97.8,yes,9.0,poor,group study,high,hard,59.6,2
female,Bachelor of Technology,7.66,67.7,yes,4.5,average,mixed,medium,moderate,64.4,6
female,Bachelor of Arts,5.6,88.3,yes,4.9,poor,mixed,high,moderate,89.4,1
female,Bachelor of Science,5.22,40.8,no,8.1,good,mixed,low,easy,64.9,5
other,Bachelor of Business Administration,2.66,68.4,yes,7.2,average,group study,medium,hard,65.7,3
female,Bachelor of Arts,7.91,54.8,yes,5.0,average,online videos,low,easy,84.0,1
male,Bachelor of Commerce,1.78,97.2,yes,4.1,good,mixed,high,moderate,66.8,2
female,Diploma,1.42,51.9,yes,5.8,poor,mixed,low,easy,25.3,0
other,Bachelor of Computer Applications,2.55,43.0,yes,5.5,good,group study,high,moderate,60.6,4
other,Bachelor of Business Administration,5.91,49.7,no,4.7,good,self-study,low,easy,51.8,3
other,Bachelor of Commerce,1.9,43.8,no,9.9,average,self-study,low,moderate,40.9,2
other,Bachelor of Science,2.5,58.9,yes,9.6,average,coaching,medium,hard,39.5,5
other,Bachelor of Business Administration,4.24,99.4,yes,5.1,average,online videos,medium,moderate,72.5,3
female,Bachelor of Computer Applications,5.2,95.8,yes,8.1,average,online videos,medium,hard,86.5,4
female,Bachelor of Computer Applications,1.19,74.3,yes,8.7,good,mixed,low,moderate,59.0,4
female,Bachelor of Computer Applications,5.24,89.9,yes,7.0,average,self-study,medium,hard,69.5,4
other,Bachelor of Technology,3.05,64.0,yes,7.1,good,online videos,medium,moderate,50.7,6
female,Diploma,2.77,93.5,yes,5.7,poor,self-study,medium,moderate,60.1,0
male,Bachelor of Science,0.63,52.6,yes,8.3,good,self-study,low,easy,48.1,5
male,Bachelor of Technology,7.79,64.2,yes,4.1,good,coaching,high,easy,74.8,6
male,Bachelor of Arts,5.54,47.2,no,7.2,poor,group study,medium,easy,55.2,1
female,Bachelor of Arts,0.8,96.2,yes,6.4,average,group study,low,moderate,46.5,1
other,Bachelor of Technology,2.93,60.3,yes,9.1,good,self-study,medium,easy,49.3,6
other,Bachelor of Science,0.64,54.8,yes,9.1,poor,mixed,low,hard,43.9,5
other,Bachelor of Science,4.33,53.3,no,7.5,good,mixed,high,moderate,72.6,5
other,Bachelor of Arts,5.6,68.4,yes,5.8,poor,online videos,medium,moderate,62.7,1
male,Bachelor of Computer Applications,0.45,70.2,yes,7.6,poor,self-study,medium,easy,29.8,4
other,Bachelor of Business Administration,7.38,80.4,yes,7.5,poor,coaching,low,moderate,88.1,3
other,Bachelor of Technology,2.99,88.5,yes,7.4,poor,mixed,high,moderate,60.5,6
other,Bachelor of Science,1.88,82.2,no,6.8,poor,self-study,high,easy,40.5,5
female,Bachelor of Business Administration,1.04,69.6,yes,4.9,good,self-study,medium,hard,37.6,3
male,Bachelor of Computer Applications,1.17,72.1,yes,7.4,poor,online videos,low,easy,27.1,4
other,Bachelor of Technology,6.8,98.5,yes,6.2,average,self-study,low,easy,79.6,6
male,Bachelor of Commerce,3.84,66.8,yes,7.0,poor,online videos,high,moderate,65.6,2
other,Bachelor of Technology,6.39,59.3,no,8.6,average,mixed,medium,hard,61.9,6
other,Bachelor of Arts,1.82,78.7,yes,7.8,poor,online videos,low,easy,43.6,1
other,Bachelor of Commerce,2.54,80.4,yes,9.1,average,coaching,medium,moderate,89.7,2
female,Bachelor of Science,3.3,96.2,yes,5.9,good,mixed,low,easy,73.0,5
other,Diploma,3.64,61.1,yes,6.2,average,coaching,medium,moderate,64.6,0
other,Bachelor of Computer Applications,0.78,70.6,yes,6.3,poor,coaching,low,moderate,55.9,4
other,Bachelor of Arts,0.36,77.5,yes,4.7,good,online videos,medium,easy,20.6,1
female,Bachelor of Computer Applications,7.91,82.5,yes,4.8,average,group study,high,easy,100.0,4
female,Bachelor of Commerce,5.33,42.4,yes,9.2,poor,self-study,low,hard,43.4,2
other,Diploma,0.44,94.0,yes,9.6,good,group study,high,moderate,64.3,0
male,Bachelor of Commerce,6.18,50.7,yes,4.8,good,coaching,medium,moderate,63.7,2
male,Bachelor of Commerce,2.89,53.5,yes,4.5,good,coaching,high,easy,47.1,2
female,Bachelor of Arts,6.37,81.7,yes,5.7,average,self-study,low,hard,68.3,1
female,Bachelor of Business Administration,7.6,51.9,yes,8.8,good,self-study,medium,moderate,83.0,3
other,Bachelor of Business Administration,0.21,48.0,yes,8.3,average,group study,high,moderate,38.8,3
other,Bachelor of Computer Applications,7.71,97.0,yes,9.9,average,mixed,low,hard,100.0,4
male,Bachelor of Science,1.33,78.6,yes,9.9,average,online videos,medium,hard,31.5,5
male,Bachelor of Business Administration,2.38,96.8,yes,5.9,poor,self-study,medium,moderate,49.3,3
other,Bachelor of Science,5.02,43.8,yes,5.5,good,coaching,low,easy,48.2,5
female,Bachelor of Science,5.73,42.1,yes,4.7,average,self-study,low,moderate,52.2,5
male,Bachelor of Arts,1.36,56.8,yes,7.1,average,self-study,low,moderate,56.5,1
female,Bachelor of Arts,1.09,42.3,yes,8.9,good,mixed,high,moderate,61.9,1
other,Bachelor of Business Administration,2.29,66.3,yes,8.4,poor,coaching,high,moderate,47.6,3
female,Bachelor of Technology,2.6,97.7,yes,5.3,average,coaching,low,easy,65.1,6
female,Bachelor of Computer Applications,2.55,61.4,yes,6.4,poor,self-study,high,easy,39.6,4
female,Bachelor of Arts,1.37,83.9,yes,8.8,average,coaching,high,moderate,81.0,1
other,Bachelor of Business Administration,7.77,78.8,yes,6.1,good,coaching,high,moderate,100.0,3
female,Bachelor of Computer Applications,6.38,41.9,no,5.9,poor,online videos,medium,easy,45.5,4
other,Bachelor of Business Administration,7.84,53.9,yes,8.7,average,coaching,low,easy,88.1,3
other,Bachelor of Arts,0.83,77.8,yes,6.6,good,self-study,low,hard,45.4,1
female,Bachelor of Arts,0.6,45.5,yes,4.1,good,self-study,medium,easy,33.7,1
female,Bachelor of Science,4.29,67.4,yes,9.1,good,coaching,medium,moderate,79.4,5
other,Bachelor of Arts,4.92,80.7,yes,9.5,average,coaching,high,moderate,96.8,1
male,Bachelor of Science,5.08,60.4,yes,8.9,average,coaching,low,moderate,78.1,5
male,Bachelor of Business Administration,0.75,58.7,no,7.0,poor,self-study,medium,easy,32.6,3
male,Bachelor of Commerce,6.75,83.4,yes,8.7,good,self-study,medium,moderate,84.0,2
other,Bachelor of Science,3.92,65.1,yes,8.4,poor,self-study,high,moderate,57.4,5
other,Bachelor of Arts,2.95,71.9,yes,6.7,good,online videos,high,moderate,58.7,1
other,Diploma,4.04,52.0,yes,6.1,good,coaching,low,hard,54.5,0
male,Bachelor of Arts,0.32,87.4,yes,9.7,poor,group study,medium,easy,32.2,1
male,Bachelor of Commerce,1.72,76.0,yes,6.6,average,self-study,low,moderate,46.9,2
male,Bachelor of Arts,7.91,98.4,no,4.8,average,self-study,high,moderate,100.0,1
male,Bachelor of Business Administration,4.42,85.4,yes,4.8,good,mixed,low,hard,73.7,3
male,Bachelor of Science,0.63,76.0,yes,6.3,poor,self-study,medium,moderate,24.6,5
female,Bachelor of Arts,2.34,76.9,yes,6.5,good,group study,high,moderate,52.5,1
other,Bachelor of Technology,1.48,60.0,yes,4.8,poor,coaching,low,easy,45.6,6
male,Bachelor of Computer Applications,7.4,66.7,yes,6.7,average,group study,medium,moderate,73.4,4
other,Bachelor of Business Administration,6.45,80.4,yes,5.3,good,self-study,medium,moderate,78.8,3
other,Bachelor of Technology,4.38,70.9,no,9.5,good,mixed,low,moderate,68.1,6
male,Bachelor of Arts,7.61,97.3,no,7.8,poor,coaching,medium,moderate,82.3,1
male,Diploma,2.98,73.2,yes,6.5,good,self-study,medium,moderate,63.4,0
female,Diploma,6.92,40.8,yes,8.2,good,group study,high,easy,73.8,0
other,Bachelor of Technology,3.74,47.6,yes,9.5,average,self-study,low,moderate,34.4,6
other,Bachelor of Science,6.79,42.8,yes,4.2,poor,self-study,high,moderate,62.2,5
other,Bachelor of Science,7.21,94.2,yes,8.1,average,mixed,low,moderate,89.5,5
male,Bachelor of Commerce,3.7,58.9,yes,6.1,poor,coaching,low,easy,69.5,2
other,Diploma,1.42,90.2,yes,7.7,average,self-study,high,moderate,55.0,0
other,Bachelor of Business Administration,1.54,66.7,yes,7.6,good,online videos,medium,hard,28.9,3
female,Bachelor of Science,2.31,95.2,no,4.5,poor,self-study,medium,easy,62.3,5
male,Bachelor of Commerce,1.78,68.9,yes,8.0,good,self-study,high,easy,61.7,2
male,Bachelor of Business Administration,3.11,91.6,yes,5.1,average,online videos,medium,moderate,52.0,3
male,Bachelor of Business Administration,4.05,80.3,yes,8.9,good,group study,high,moderate,100.0,3
other,Bachelor of Arts,0.7,56.0,yes,5.2,good,mixed,medium,moderate,37.3,1
male,Bachelor of Commerce,7.28,74.6,yes,6.1,average,group study,low,moderate,91.5,2
other,Diploma,0.08,56.1,no,8.9,poor,group study,high,moderate,36.0,0
male,Bachelor of Arts,1.11,52.0,yes,5.5,average,online videos,high,moderate,53.1,1
other,Bachelor of Computer Applications,0.08,59.2,yes,7.6,good,online videos,low,moderate,27.4,4
other,Diploma,7.89,57.8,yes,4.1,average,group study,high,easy,77.6,0
female,Bachelor of Commerce,3.29,69.8,yes,4.5,average,mixed,medium,hard,52.2,2
female,Bachelor of Computer Applications,1.57,78.2,yes,9.5,good,mixed,medium,moderate,48.8,4
male,Bachelor of Computer Applications,0.95,98.0,no,4.3,poor,coaching,medium,moderate,41.0,4
male,Bachelor of Science,2.96,68.2,yes,5.5,average,mixed,high,moderate,40.5,5
other,Bachelor of Science,7.81,85.7,yes,9.0,average,mixed,medium,moderate,100.0,5
other,Bachelor of Science,4.39,69.5,yes,7.4,average,self-study,medium,easy,70.9,5
other,Bachelor of Business Administration,2.83,66.0,yes,5.6,good,self-study,low,moderate,60.7,3
female,Bachelor of Computer Applications,2.92,64.7,yes,5.5,poor,group study,high,moderate,43.7,4
male,Bachelor of Computer Applications,0.94,92.5,yes,5.6,poor,group study,low,hard,24.9,4
male,Bachelor of Commerce,4.14,48.8,yes,5.9,average,self-study,high,moderate,43.8,2
other,Bachelor of Business Administration,3.39,57.4,yes,5.9,good,online videos,low,easy,55.2,3
male,Bachelor of Technology,5.83,83.3,yes,6.8,average,self-study,low,hard,65.3,6
male,Bachelor of Business Administration,1.54,57.7,yes,6.4,average,self-study,low,easy,22.6,3
male,Bachelor of Arts,1.1,40.6,yes,8.7,poor,online videos,low,moderate,40.9,1
female,Bachelor of Computer Applications,4.65,53.0,no,9.0,good,self-study,low,hard,53.1,4
other,Diploma,5.94,41.8,yes,7.2,good,coaching,medium,easy,90.8,0
female,Bachelor of Arts,3.98,57.5,yes,4.2,good,self-study,medium,moderate,49.0,1
other,Bachelor of Business Administration,6.32,59.6,yes,7.5,poor,online videos,high,easy,64.7,3
